onet_code,reported_title
29-2055.00,CST (Certified Surgical Technologist)
29-2055.00,OR Surgical Tech (Operating Room Surgical Technician)
29-2055.00,OR Tech (Operating Room Technician)
29-2055.00,OR Technologist (Operating Room Technologist)
29-2055.00,Scrub Technician (Scrub Tech)
29-2055.00,Scrub Technologist (Scrub Tech)
29-2055.00,Surgical Scrub Technician (Surgical Scrub Tech)
29-2055.00,Surgical Scrub Technologist (Surgical Scrub Tech)
29-2056.00,Certified Veterinary Technician (CVT)
29-2056.00,Emergency Veterinary Technician (Emergency Vet Tech)
29-2056.00,Internal Medicine Veterinary Technician (Internal Medicine Vet Tech)
29-2056.00,Licensed Veterinary Technician (LVT)
29-2056.00,Registered Veterinary Technician (RVT)
29-2056.00,Veterinarian Technician (Vet Tech)
29-2056.00,Veterinary Laboratory Technician (Vet Lab Tech)
29-2056.00,Veterinary Nurse (Vet Nurse)
29-2056.00,Veterinary Technician (Vet Tech)
29-2056.00,Veterinary Technologist
29-2057.00,Certified Ophthalmic Medical Technician (Certified Ophthalmic Medical Tech)
29-2057.00,Certified Ophthalmic Surgical Assistant
29-2057.00,Certified Ophthalmic Technician (COT)
29-2057.00,Certified Ophthalmic Technician-Surgical Assistant (COT-SA)
29-2057.00,Health Technician (Health Tech)
29-2057.00,Ophthalmic Assistant
29-2057.00,Ophthalmic Diagnostic Sonographer
29-2057.00,Ophthalmic Medical Assistant
29-2057.00,Ophthalmic Medical Technician (Ophthalmic Medical Tech)
29-2057.00,Ophthalmic Tech (Ophthalmic Technician)
29-2061.00,Charge Nurse
29-2061.00,Clinic Licensed Practical Nurse (Clinic LPN)
29-2061.00,Clinic Nurse
29-2061.00,Home Health Licensed Practical Nurse (Home Health LPN)
29-2061.00,Licensed Vocational Nurse (LVN)
29-2061.00,Office Nurse
29-2061.00,Pediatric LPN (Pediatric Licensed Practical Nurse)
29-2061.00,Private Duty Nurse
29-2061.00,Radiation Oncology Nurse
29-2061.00,Triage LPN (Triage Licensed Practical Nurse)
29-2072.00,Coder
29-2072.00,Health Information Clerk
29-2072.00,Health Information Specialist
29-2072.00,Health Information Technician (Health Information Tech)
29-2072.00,Health Records Specialist
29-2072.00,HIM Clerk (Health Information Management Clerk)
29-2072.00,Medical Coder
29-2072.00,Medical Records Clerk
29-2072.00,Medical Records Technician (Medical Records Tech)
29-2072.00,RHIT (Registered Health Information Technician)
29-2081.00,Certified Optician
29-2081.00,Contact Lens Technician
29-2081.00,Dispensing Optician
29-2081.00,Licensed Dispensing Optician (LDO)
29-2081.00,Licensed Optician
29-2081.00,Ophthalmic Dispenser
29-2081.00,Optical Technician
29-2081.00,Optician
29-2081.00,Optometric Technician
29-2081.00,Registered Optician
29-2091.00,Certified Orthotist (CO)
29-2091.00,Certified Pedorthist
29-2091.00,Certified Prosthetist (CP)
29-2091.00,Certified Prosthetist Orthotist (CPO)
29-2091.00,Licensed Orthotist
29-2091.00,LPO (Licensed Prosthetist Orthotist)
29-2091.00,Orthotic Practitioner
29-2091.00,Orthotist
29-2091.00,Prosthetic Practitioner
29-2091.00,Prosthetist
29-2092.00,Audioprosthologist
29-2092.00,Hearing Aid Consultant
29-2092.00,Hearing Aid Specialist
29-2092.00,Hearing Care Practitioner
29-2092.00,Hearing Care Specialist
29-2092.00,Hearing Instrument Dispenser
29-2092.00,Hearing Instrument Specialist (HIS)
29-2092.00,Hearing Specialist
29-2092.00,Licensed Hearing Instrument Specialist (Licensed HIS)
29-2092.00,National Board Certified Hearing Instrument Specialist (National Board Certified HIS)
29-2099.01,Certified Intraoperative Neurophysiology Technologist (Certified Intraoperative Neurophysiology Tech)
29-2099.01,Certified Neurodiagnostic Technologist
29-2099.01,Electroneurodiagnostic Technologist (END Technologist)
29-2099.01,Intraoperative Neuromonitoring Technologist (IONM Tech)
29-2099.01,Neurodiagnostic Technologist (Neurodiagnostic Tech)
29-2099.01,Neurophysiology Technical Specialist
29-2099.01,Registered Electroencephalogram Technologist (Registered EEG Tech)
29-2099.01,Registered Electroencephalography Technologist (R. EEG. T)
29-2099.01,Registered Electroneurodiagnostic Technologist (Registered END Tech)
29-2099.01,Registered Polysomnographic Technologist (RPSGT)
29-2099.05,Certified Diagnostic Ophthalmic Sonographer (CDOS)
29-2099.05,Certified Ophthalmic Medical Technologist (COMT)
29-2099.05,Ophthalmic Echographer
29-2099.05,Ophthalmic Medical Technologist (Ophthalmic Medical Tech)
29-2099.05,Ophthalmic Photographer
29-2099.05,Ophthalmic Sonographer
29-2099.05,Ophthalmic Technologist (Ophthalmic Tech)
29-2099.05,Ophthalmic Ultrasonographer
29-2099.05,Registered Ophthalmic Ultrasound Biometrist (ROUB)
29-2099.05,Surgical Coordinator
29-2099.08,Access Representative (Access Rep)
29-2099.08,Admissions Coordinator
29-2099.08,BCPA (Board Certified Patient Advocate)
29-2099.08,Case Manager
29-2099.08,Patient Access Specialist
29-2099.08,Patient Advocate
29-2099.08,Patient Navigator
29-2099.08,Patient Resource Worker
29-2099.08,Patient Service Representative (Patient Service Rep)
29-2099.08,Service Coordinator
29-9021.00,Medical Records Analyst
29-9021.00,Medical Records Director
29-9091.00,Athletic Instructor
29-9091.00,Athletic Lecturer
29-9091.00,Athletic Trainer
29-9091.00,Certified Athletic Trainer
29-9091.00,Personal Trainer
29-9091.00,Resident Athletic Trainer
29-9091.00,Women's Athletic Trainer
29-9092.00,Cardiovascular Genetics Counselor
29-9092.00,Certified Genetic Counselor (CGC)
29-9092.00,Clinical Genetic Counselor
29-9092.00,Genetic Services Coordinator
29-9092.00,Hereditary Cancer Program Coordinator
29-9092.00,Lab Genetic Counselor (Laboratory Genetic Counselor)
29-9092.00,Medical Science Liaison
29-9092.00,Pediatric Genetics Clinical Coordinator
29-9092.00,Prenatal Genetic Counselor
29-9092.00,Reproductive Genetic Counseling Coordinator
29-9093.00,Certified Surgical Technician (Certified Surgical Tech)
29-9093.00,CRNFA (Certified Registered Nurse First Assistant)
29-9093.00,CSA (Certified Surgical Assistant)
29-9093.00,CSFA (Certified Surgical First Assistant)
29-9093.00,GI Technician (Gastrointestinal Technician)
29-9093.00,RNFA (Registered Nurse First Assistant)
29-9093.00,Scrub Technician (Scrub Tech)
29-9093.00,Surgical First Assistant
29-9093.00,Surgical Scrub Technician (Surgical Scrub Tech)
29-9093.00,Surgical Technician (Surgical Tech)
29-9099.01,Birth Center Midwife
29-9099.01,Certified Direct-Entry Midwife
29-9099.01,Certified Professional Midwife (CPM)
29-9099.01,Homebirth Midwife
29-9099.01,Lay Midwife
29-9099.01,Licensed and Certified Midwife
29-9099.01,Licensed Certified Professional Midwife
29-9099.01,Licensed Direct Entry Midwife
29-9099.01,Licensed Midwife (LM)
31-1121.00,Caregiver
31-1121.00,CHHA (Certified Home Health Aide)
31-1121.00,CMA (Certified Medical Aide)
31-1121.00,CNA (Certified Nurses Aide)
31-1121.00,Direct Care Professional
31-1121.00,Home Care Aide
31-1121.00,Home Health Provider
31-1121.00,Hospice Aide
31-1121.00,In Home Caregiver
31-1121.00,Residential Assistant (RA)
31-1122.00,Care Provider
31-1122.00,Caregiver
31-1122.00,Direct Care Worker
31-1122.00,Home Care Aide
31-1122.00,Medication Aide
31-1122.00,Personal Care Aide
31-1122.00,Personal Care Assistant (PCA)
31-1122.00,Personal Care Attendant (PCA)
31-1122.00,Resident Assistant
31-1122.00,Resident Care Assistant (RCA)
31-1131.00,Certified Medication Aide (CMA)
31-1131.00,Certified Nurse Aide (CNA)
31-1131.00,Certified Nurses Aide (CNA)
31-1131.00,Certified Nursing Assistant (CNA)
31-1131.00,Licensed Nursing Assistant (LNA)
31-1131.00,Nurses' Aide
31-1131.00,Nursing Aide
31-1131.00,Nursing Assistant
31-1131.00,Patient Care Assistant (PCA)
31-1131.00,State Tested Nursing Assistant (STNA)
31-1132.00,Attendant
31-1132.00,Operating Room Assistant
31-1132.00,Orderly
31-1132.00,Patient Care Assistant (PCA)
31-1132.00,Patient Care Technician (PCT)
31-1132.00,Patient Escort
31-1132.00,Patient Transporter
31-1132.00,Radiology Transporter
31-1132.00,Transporter
31-1133.00,Developmental Aide
31-1133.00,Mental Health Aide (MHA)
31-1133.00,Mental Health Worker (MHW)
31-1133.00,Psychiatric Aide
31-1133.00,Psychiatric Assistant
31-1133.00,Psychiatric Nursing Aide
31-1133.00,Qualified Medication Aide (QMA)
31-1133.00,Resident Care Technician (Resident Care Tech)
31-1133.00,Residential Care Tech (Residential Care Technician)
31-1133.00,Therapeutic Program Worker (TPW)
31-2011.00,Acute Care Occupational Therapy Assistant (Acute Care OT Assistant)
31-2011.00,Certified Occupational Assistant
31-2011.00,Certified Occupational Therapist Assistant (COTA)
31-2011.00,Certified Occupational Therapy Assistant (COTA)
31-2011.00,Licensed Occupational Therapist Assistant (LOTA)
31-2011.00,Licensed Occupational Therapy Assistant (LOTA)
31-2011.00,Occupational Therapist Assistant (OTA)
31-2011.00,Occupational Therapy Assistant (OTA)
31-2011.00,Registered Therapist Assistant
31-2011.00,School Based Certified Occupational Therapy Assistant (School Based COTA)
31-2012.00,Certified Occupational Rehabilitation Aide (CORA)
31-2012.00,Direct Service Professional (DSP)
31-2012.00,Direct Support Professional (DSP)
31-2012.00,Occupational Rehabilitation Aide
31-2012.00,Occupational Therapist Aide (OT Aide)
31-2012.00,Occupational Therapy Aide (OT Aide)
31-2012.00,Rehabilitation Aide (Rehab Aide)
31-2012.00,Rehabilitation Services Aide
31-2012.00,Restorative Aide
31-2021.00,Certified Physical Therapist Assistant (CPTA)
31-2021.00,Home Care Physical Therapy Assistant
31-2021.00,Home Health Physical Therapist Assistant
31-2021.00,Licensed Physical Therapist Assistant (LPTA)
31-2021.00,Licensed Physical Therapy Assistant
31-2021.00,Outpatient Physical Therapist Assistant
31-2021.00,Per Diem Physical Therapist Assistant (Per Diem PTA)
31-2021.00,Physical Therapist Assistant (PTA)
31-2021.00,Physical Therapy Assistant (PTA)
31-2022.00,Physical Therapist Aide (PTA)
31-2022.00,Physical Therapy Aide (PTA)
31-2022.00,PT Attendant (Physical Therapy Attendant)
31-2022.00,PT Tech (Physical Therapist Technician)
31-2022.00,PT Tech (Physical Therapy Technician)
31-2022.00,Rehabilitation Aide
31-2022.00,Rehabilitation Attendant
31-2022.00,Rehabilitation Technician (Rehabilitation Tech)
31-2022.00,Restorative Aide (RA)
31-2022.00,Therapy Aide
31-9011.00,BCMT (Board Certified Massage Therapist)
31-9011.00,Bodywork Therapist
31-9011.00,Certified Massage Therapist (CMT)
31-9011.00,Clinical Massage Therapist
31-9011.00,Licensed Massage Practitioner (LMP)
31-9011.00,Licensed Massage Therapist (LMT)
31-9011.00,Medical Massage Practitioner
31-9011.00,MMT (Medical Massage Therapist)
31-9011.00,Registered Massage Therapist (RMT)
31-9011.00,Soft Tissue Specialist
31-9091.00,Certified Dental Assistant (CDA)
31-9091.00,Certified Registered Dental Assistant
31-9091.00,Dental Assistant (DA)
31-9091.00,Expanded Dental Assistant
31-9091.00,Expanded Duty Dental Assistant (EDDA)
31-9091.00,Expanded Functions Dental Assistant (EFDA)
31-9091.00,Oral Surgery Assistant
31-9091.00,Orthodontic Assistant (Ortho Assistant)
31-9091.00,Registered Dental Assistant (RDA)
31-9091.00,Surgical Dental Assistant
31-9092.00,Certified Medical Assistant (CMA)
31-9092.00,Chiropractor Assistant
31-9092.00,Clinical Medical Assistant
31-9092.00,Doctor's Assistant
31-9092.00,Health Assistant
31-9092.00,Ophthalmic Assistant
31-9092.00,Ophthalmological Assistant
31-9092.00,Optometric Assistant
31-9092.00,Outpatient Surgery Assistant
31-9092.00,Registered Medical Assistant (RMA)
31-9093.00,Central Sterile Technician (Central Sterile Tech)
31-9093.00,Central Supply Processing Department Technician (CSPDT)
31-9093.00,Certified Registered Central Service Technician (CRCST)
31-9093.00,CRCST (Certified Registered Central Supply Technician)
31-9093.00,CSS Technician (Central Sterile Supply Technician)
31-9093.00,CST (Central Service Technician)
31-9093.00,Equipment Technician (Equipment Tech)
31-9093.00,Sterile Preparation Technician (Sterile Preparation Tech)
31-9093.00,Sterile Processing and Distribution Technician (SPD Tech)
31-9093.00,Sterile Technician (Sterile Tech)
31-9094.00,Clinical Medical Transcriptionist
31-9094.00,Documentation Specialist
31-9094.00,Medical Language Specialist
31-9094.00,Medical Scribe
31-9094.00,Medical Transcriber
31-9094.00,Medical Transcriptionist
31-9094.00,Pathology Transcriptionist
31-9094.00,Radiology Transcriptionist
31-9094.00,Scribe
31-9094.00,Transcriptionist
31-9095.00,Certified Pharmacist Assistant
31-9095.00,Front Counter Clerk
31-9095.00,Pharmacist Assistant
31-9095.00,Pharmacy Ancillary
31-9095.00,Pharmacy Assistant
31-9095.00,Pharmacy Care Rep (Pharmacy Care Representative)
31-9095.00,Pharmacy Cashier
31-9095.00,Pharmacy Clerk
31-9095.00,Pharmacy Helper
31-9095.00,Pharmacy Support Person (PSP)
31-9096.00,Animal Care Provider
31-9096.00,Animal Caregiver
31-9096.00,Avian Keeper
31-9096.00,Certified Veterinary Assistant
31-9096.00,Emergency Veterinary Assistant
31-9096.00,Inpatient Technician Assistant
31-9096.00,Kennel Vet Assistant (Kennel Veterinary Assistant)
31-9096.00,Research Animal Attendant
31-9096.00,Small Animal Caretaker
31-9096.00,Veterinarian Assistant (Vet Assistant)
31-9097.00,Lab Liaison Technician
31-9097.00,Mobile Examiner
31-9097.00,Patient Service Technician (PST)
31-9097.00,Phlebotomist Lab Assistant (Phlebotomist Laboratory Assistant)
31-9097.00,Phlebotomy Technician (Phlebotomy Tech)
31-9097.00,Registered Phlebotomist
31-9097.00,Registered Phlebotomy Technician (RPT)
31-9099.01,Communication Assistant
31-9099.01,Speech Assistant
31-9099.01,Speech Paraeducator
31-9099.01,Speech Pathologist Assistant
31-9099.01,Speech Therapy Assistant
31-9099.01,Speech-Language Assistant
31-9099.01,Speech-Language Pathologist Assistant (SLPA)
31-9099.01,Speech-Language Pathologists Assistant (SLPA)
31-9099.01,Speech-Language Pathology Assistant (SLPA)
31-9099.01,Speech-Language Technician
31-9099.02,Certified Endo Tech (Certified Endoscopy Technician)
31-9099.02,Certified Endoscopic Reprocessor (CER)
31-9099.02,Certified Flexible Endoscope Reprocessor (CFER)
31-9099.02,Certified Flexible Endoscopy Reprocessor (CFER)
31-9099.02,Endoscope Technician (Endoscope Tech)
31-9099.02,Endoscopy Specialty Technician (Endoscopy Specialty Tech)
31-9099.02,Endoscopy Technician (Endoscopy Tech)
31-9099.02,GI Tech (Gastrointestinal Technician)
31-9099.02,Procedural Assistant (Procedural Asst)
31-9099.02,Scope Tech (Scope Technician)
33-1011.00,Correctional Officer Captain
33-1011.00,Correctional Supervisor
33-1012.00,Captain
33-1012.00,Deputy Sheriff
33-1012.00,Detective Sergeant
33-1012.00,Lieutenant
33-1012.00,Patrol Sergeant
33-1012.00,Police Captain
33-1012.00,Police Chief
33-1012.00,Police Lieutenant
33-1012.00,Police Sergeant
33-1012.00,Shift Supervisor
33-1021.00,Battalion Chief
33-1021.00,Engine Boss
33-1021.00,Fire Battalion Chief
33-1021.00,Fire Captain
33-1021.00,Fire Chief
33-1021.00,Fire Lieutenant
33-1021.00,Fire Marshal
33-1021.00,Fire Suppression Captain
33-1021.00,Forest Fire Specialist Supervisor
33-1021.00,Section Forest Fire Warden
33-1091.00,Campus Safety Chief
33-1091.00,Public Safety Manager
33-1091.00,Public Safety Supervisor
33-1091.00,Security Chief
33-1091.00,Security Director
33-1091.00,Security Guard Supervisor
33-1091.00,Security Lieutenant
33-1091.00,Security Shift Supervisor
33-1091.00,Security Supervisor
33-1091.00,Shift Supervisor
33-2011.00,Fire Engineer
33-2011.00,Fire Equipment Operator
33-2011.00,Fire Rescue Technician (Fire Rescue Tech)
33-2011.00,Fire Technician (Fire Tech)
33-2011.00,Fireman
33-2011.00,Forest Fire Suppression Specialist
33-2011.00,Forestry Fire Technician (Forestry Fire Tech)
33-2011.00,Hot Shot
33-2011.00,Rescue Firefighter
33-2011.00,Wildland Firefighter
33-2021.00,Arson Investigator
33-2021.00,Fire Code Inspector
33-2021.00,Fire Inspector
33-2021.00,Fire Investigator
33-2021.00,Fire Official
33-2021.00,Fire Prevention Inspector
33-2021.00,Fire Prevention Specialist
33-2021.00,Fire Protection Specialist
33-2021.00,Fire Safety Inspector
33-2021.00,Fire Safety Specialist
33-2022.00,Fire Management Officer
33-2022.00,Fire Operations Forester
33-2022.00,Fire Prevention Officer
33-2022.00,Fire Prevention Technician
33-2022.00,Fire Technician
33-2022.00,Forest Officer
33-2022.00,Forest Patrolman
33-2022.00,Forestry Patrolman
33-2022.00,Wildfire Mitigation Specialist
33-2022.00,Wildfire Prevention Specialist
33-3011.00,Bailiff
33-3011.00,Court Bailiff
33-3011.00,Court Constable
33-3011.00,Court Deputy
33-3011.00,Court Officer
33-3011.00,Court Security Officer
33-3011.00,Deputy Bailiff
33-3011.00,Deputy Court Services Sheriff
33-3011.00,Security Officer
33-3012.00,Booking Officer
33-3012.00,Community Services Officer (CSO)
33-3012.00,Correctional Officer
33-3012.00,Corrections Officer (CO)
33-3012.00,Deputy Jailer
33-3012.00,Detention Deputy
33-3012.00,Detention Officer
33-3012.00,Jail Officer
33-3012.00,Jailer
33-3012.00,Jailor
33-3021.00,Criminal Investigator
33-3021.00,CSI (Crime Scene Investigator)
33-3021.00,Detective
33-3021.00,Fugitive Detective
33-3021.00,Fugitive Investigator
33-3021.00,Investigator
33-3021.00,Narcotics Detective
33-3021.00,Narcotics Investigator
33-3021.00,Police Detective
33-3021.00,Special Agent
33-3021.02,Crime Lab Analyst (Crime Laboratory Analyst)
33-3021.02,Crime Scene Investigator (CSI)
33-3021.02,Crime Scene Technician
33-3021.02,Criminalist
33-3021.02,Evidence Technician (Evidence Tech)
33-3021.02,Field Identification Specialist
33-3021.02,Forensic Specialist
33-3021.02,Identification Technician (Identification Tech)
33-3021.02,Latent Fingerprint Examiner
33-3021.02,Police Officer
33-3021.06,Anti-Terrorist Analyst
33-3021.06,Crime Analyst (Criminal Analyst)
33-3021.06,Crime and Intelligence Analyst (Criminal and Intelligence Analyst)
33-3021.06,Crime Intelligence Analyst (Criminal Intelligence Analyst)
33-3021.06,Crime Research Specialist (Criminal Research Specialist)
33-3021.06,Intel Analyst (Intelligence Analyst)
33-3021.06,Intel Research Specialist (Intelligence Research Specialist)
33-3021.06,Investigative Intel Analysts (Investigative Intelligence Analysts)
33-3021.06,Police Crime and Intel Analyst (Police Crime and Intelligence Analyst)
33-3021.06,Terrorism Research Specialist
33-3031.00,Conservation Enforcement Officer
33-3031.00,Conservation Officer
33-3031.00,Conservation Warden
33-3031.00,Fish and Game Constable
33-3031.00,Game Warden
33-3031.00,Refuge Officer
33-3031.00,State Game Warden
33-3031.00,State Wildlife Officer
33-3031.00,Wildlife Conservation Officer
33-3031.00,Wildlife Officer
33-3041.00,Meter Maid
33-3041.00,Parking Control Officer
33-3041.00,Parking Enforcement Officer (PEO)
33-3041.00,Parking Enforcement Technician (Parking Enforcement Tech)
33-3041.00,Parking Enforcer
33-3041.00,Parking Officer
33-3041.00,Parking Patroller
33-3041.00,Parking Regulation Enforcement Officer
33-3041.00,Parking Technician (Parking Tech)
33-3041.00,Ticket Writer
33-3051.00,Deputy Sheriff
33-3051.00,K-9 Handler (Canine Handler)
33-3051.00,Law Enforcement Officer
33-3051.00,Patrol Officer
33-3051.00,Peace Officer
33-3051.00,Police Officer
33-3051.00,Police Patrol Officer
33-3051.00,Public Safety Officer (PSO)
33-3051.00,SRO (School Resource Officer)
33-3051.00,State Trooper
33-3051.04,Canine Enforcement Officer (K-9 Enforcement Officer)
33-3051.04,Customs Inspector
33-3051.04,Customs Officer
33-3051.04,Import Specialist
33-3051.04,Special Agent
33-3051.04,US Customs and Border Protection Officer (US CBPO)
33-3052.00,Law Enforcement Officer
33-3052.00,Patrol Man
33-3052.00,Patrol Officer
33-3052.00,Patrolman
33-3052.00,Police Captain
33-3052.00,Police Specialist
33-3052.00,Railroad Police
33-3052.00,Railroad Police Officer
33-3052.00,Transit Police Officer
33-9011.00,ACO (Animal Control Officer)
33-9011.00,Animal Attendant
33-9011.00,Animal Cruelty Investigator
33-9011.00,Animal Enforcement Officer
33-9011.00,Animal Instructor Officer
33-9011.00,Animal Ordinance Enforcement Officer
33-9011.00,Animal Park Code Enforcement Officer
33-9011.00,Animal Safety Officer
33-9011.00,Animal Services Officer
33-9011.00,Community Service Officer
33-9021.00,Asset Protection Detective
33-9021.00,Field Investigator
33-9021.00,Investigator
33-9021.00,Loss Prevention Agent
33-9021.00,Loss Prevention Associate
33-9021.00,Loss Prevention Detective
33-9021.00,Loss Prevention Investigator
33-9021.00,Loss Prevention Officer
33-9021.00,Private Investigator
33-9021.00,Special Investigator
33-9031.00,Casino Enforcement Agent
33-9031.00,Gaming Investigator
33-9031.00,Security Officer
33-9031.00,Surveillance Agent
33-9031.00,Surveillance Investigator
33-9031.00,Surveillance Monitor
33-9031.00,Surveillance Observer
33-9031.00,Surveillance Officer
33-9031.00,Surveillance Operator
33-9031.00,Surveillance Technician
33-9032.00,Armed Security Officer
33-9032.00,Campus Security Officer (CSO)
33-9032.00,Custom Protection Officer (CPO)
33-9032.00,Customer Service Security Officer
33-9032.00,Hotel Security Officer
33-9032.00,Loss Prevention Officer
33-9032.00,Safety and Security Officer
33-9032.00,Security Agent
33-9032.00,Security Guard
33-9032.00,Security Officer
33-9091.00,Adult Crossing Guard
33-9091.00,Community Service Officer
33-9091.00,Crossing Guard
33-9091.00,Road Crossing Guard
33-9091.00,School Crossing Guard
33-9091.00,Substitute Crossing Guard
33-9092.00,Beach Attendant
33-9092.00,Beach Lifeguard
33-9092.00,Lifeguard
33-9092.00,Marine Safety Officer
33-9092.00,Ocean Lifeguard
33-9092.00,Ocean Lifeguard Specialist
33-9092.00,Pool Attendant
33-9092.00,Pool Lifeguard
33-9092.00,Ski Patrol Paramedic
33-9092.00,Ski Patroller
33-9093.00,Security Screener
33-9093.00,Transportation Security Officer (TSO)
33-9094.00,Bus Aide
33-9094.00,Bus Assistant
33-9094.00,Bus Attendant
33-9094.00,Bus Monitor
33-9094.00,Bus Paraeducator
33-9094.00,School Bus Aide
33-9094.00,School Transportation Aide
33-9094.00,SPED Bus Aide (Special Ed Bus Aide)
33-9094.00,SPED Bus Paraeducator (Special Education Bus Paraeducator)
33-9094.00,SPED School Bus Monitor (Special Education School Bus Monitor)
33-9099.02,Asset Protection Associate (APA)
33-9099.02,Loss Prevention Agent
33-9099.02,Loss Prevention Associate (LPA)
33-9099.02,Loss Prevention Detective
33-9099.02,Loss Prevention Investigator
33-9099.02,Loss Prevention Officer
33-9099.02,Loss Prevention Specialist
33-9099.02,Retail Asset Protection Specialist
35-1011.00,Banquet Chef
35-1011.00,Chef
35-1011.00,Cook
35-1011.00,Executive Chef (Ex Chef)
35-1011.00,Executive Pastry Chef
35-1011.00,Executive Sous Chef
35-1011.00,Food and Beverage Director
35-1011.00,Head Cook
35-1011.00,Kitchen Manager
35-1011.00,Sous Chef
35-1012.00,Cafeteria Manager
35-1012.00,Dietary Supervisor
35-1012.00,Dining Services Director
35-1012.00,Food and Beverage Director
35-1012.00,Food and Nutrition Services Supervisor
35-1012.00,Food Production Supervisor
35-1012.00,Food Service Supervisor
35-1012.00,Kitchen Manager
35-1012.00,Kitchen Supervisor
35-1012.00,Restaurant Manager
35-2011.00,Cook
35-2011.00,Cook Line Worker
35-2011.00,Fast Food Cook
35-2011.00,Food Cook
35-2011.00,Fry Cook
35-2011.00,Fryer
35-2011.00,Grill Cook
35-2011.00,Line Cook
35-2011.00,Pizza Cook
35-2011.00,Pizza Maker
35-2012.00,Cafeteria Cook
35-2012.00,Cook
35-2012.00,Dietary Cook
35-2012.00,Dinner Cook
35-2012.00,Food Service Specialist
35-2012.00,Food Service Worker
35-2012.00,Prep Cook (Preparatory Cook)
35-2012.00,School Cook
35-2012.00,Sous Chef
35-2013.00,Certified Personal Chef (CPC)
35-2013.00,Personal Chef
35-2013.00,Personal Private Chef
35-2013.00,Private Chef
35-2014.00,Back Line Cook
35-2014.00,Banquet Cook
35-2014.00,Breakfast Cook
35-2014.00,Cook
35-2014.00,Fry Cook
35-2014.00,Grill Cook
35-2014.00,Line Cook
35-2014.00,Prep Cook (Preparation Cook)
35-2014.00,Prep Person (Preparation Person)
35-2014.00,Saucier
35-2015.00,Broiler Cook
35-2015.00,Cook
35-2015.00,Deli Cook (Delicatessen Cook)
35-2015.00,Food and Beverage Attendant
35-2015.00,Grill Cook
35-2015.00,Line Cook
35-2015.00,Pizza Maker
35-2015.00,Prep Cook (Preparation Cook)
35-2015.00,Short Order Cook
35-2015.00,Snack Bar Cook
35-2021.00,Cook
35-2021.00,Cook Aide
35-2021.00,Deli Clerk (Delicatessen Clerk)
35-2021.00,Diet Aide
35-2021.00,Dietary Aide
35-2021.00,Food Prep (Food Preparer)
35-2021.00,Food Service Aide
35-2021.00,Food Service Worker (FSW)
35-2021.00,Line Cook
35-2021.00,Nutrition Aide
35-3011.00,Banquet Bartender
35-3011.00,Bar Captain
35-3011.00,Bartender
35-3011.00,Mixologist
35-3023.00,Cafe Server
35-3023.00,Cafeteria Server
35-3023.00,Cafeteria Worker
35-3023.00,Counter Worker
35-3023.00,Deli Worker (Delicatessen Worker)
35-3023.00,Dietary Aide
35-3023.00,Food Server
35-3023.00,Food Service Worker
35-3023.00,Server
35-3023.00,Snack Bar Attendant
35-3023.01,Bobarista
35-3023.01,Catering Barista
35-3031.00,Banquet Server
35-3031.00,Busser
35-3031.00,Cocktail Server
35-3031.00,Food Runner
35-3031.00,Food Server
35-3031.00,Restaurant Server
35-3031.00,Room Service Server
35-3031.00,Server
35-3031.00,Waiter
35-3031.00,Waitress
35-3041.00,Food Server
35-3041.00,Food Service Worker
35-3041.00,Kitchen Runner
35-3041.00,Room Server
35-3041.00,Room Service Server
35-3041.00,Tray Server
35-9011.00,Barback
35-9011.00,Buffet Attendant
35-9011.00,Bus Boy
35-9011.00,Bus Person
35-9011.00,Busser
35-9011.00,Dining Room Attendant
35-9011.00,Food Service Aide
35-9011.00,Food Service Helper
35-9011.00,Server Assistant
35-9011.00,Server's Assistant
35-9021.00,Busser
35-9021.00,Dish Machine Operator (DMO)
35-9021.00,Dish Room Worker
35-9021.00,Dish Runner
35-9021.00,Dish Technician (Dish Tech)
35-9021.00,Dishwasher
35-9021.00,Kitchen Helper
35-9021.00,Kitchen Steward
35-9021.00,Steward
35-9021.00,Utility Worker
35-9031.00,Buffet Hostess
35-9031.00,Dining Coordinator
35-9031.00,Greeter
35-9031.00,Host
35-9031.00,Host Coordinator
35-9031.00,Hostess
35-9031.00,Private Dining Coordinator
35-9031.00,Seater
37-1011.00,Building Services Supervisor
37-1011.00,Buildings and Grounds Supervisor
37-1011.00,Custodian Supervisor
37-1011.00,Environmental Services Supervisor (EVS)
37-1011.00,Executive Housekeeper
37-1011.00,Housekeeping Supervisor
37-1011.00,Janitorial Supervisor
37-1011.00,Laundry Supervisor
37-1011.00,Maintenance Supervisor
37-1012.00,Field Manager
37-1012.00,Golf Course Superintendent
37-1012.00,Grounds Crew Supervisor
37-1012.00,Grounds Foreman
37-1012.00,Grounds Maintenance Supervisor
37-1012.00,Grounds Manager
37-1012.00,Grounds Supervisor
37-1012.00,Groundskeeper Supervisor
37-1012.00,Landscape Manager
37-1012.00,Landscape Supervisor
37-2011.00,Building Custodian
37-2011.00,Building Services Technician (Building Services Tech)
37-2011.00,Building Services Worker
37-2011.00,Cleaner
37-2011.00,Custodial Worker
37-2011.00,Custodian
37-2011.00,Facilities Worker
37-2011.00,Heavy Duty Custodian
37-2011.00,Janitor
37-2011.00,School Custodian
37-2012.00,Chambermaid
37-2012.00,Cleaner
