onet_code,reported_title
51-4072.00,Core Machine Operator
51-4072.00,Die Cast Technician
51-4072.00,Diecast Machine Operator
51-4072.00,Machine Operator
51-4072.00,Mold Setter
51-4072.00,Mold Technician
51-4072.00,Molder
51-4072.00,Process Technician
51-4072.00,Production Technician
51-4081.00,Cell Technician
51-4081.00,CNC Machine Setter (Computer Numerically Controlled Machine Setter)
51-4081.00,Fabrication Set-Up Person
51-4081.00,Injection Molding Technician
51-4081.00,Machine Operator
51-4081.00,Machine Technician
51-4081.00,Mold Setter
51-4081.00,Production Operator
51-4081.00,Shear Operator
51-4081.00,Tooling Set-Up Person
51-4111.00,Die Machinist
51-4111.00,Die Repair Laborer
51-4111.00,Die Repair Technician (Die Repair Tech)
51-4111.00,Jig and Fixture Repairer
51-4111.00,Tool and Die Machinist
51-4111.00,Tool and Die Maker
51-4111.00,Tool and Fixture Specialist
51-4111.00,Tool Maker
51-4111.00,Tool Repairer
51-4111.00,Trim Die Maker
51-4121.00,Assembly Line Brazer
51-4121.00,Brazer
51-4121.00,Fabrication Welder
51-4121.00,Maintenance Welder
51-4121.00,MIG Welder (Metal Inert Gas Welder)
51-4121.00,Solderer
51-4121.00,TIG Welder (Tungsten Inert Gas Welder)
51-4121.00,Welder
51-4121.00,Welder Fitter
51-4121.00,Wirer
51-4122.00,Braze Operator
51-4122.00,Certified Welder
51-4122.00,Fabricator
51-4122.00,Finishing Technician (Finishing Tech)
51-4122.00,Laser Operator
51-4122.00,Machine Operator
51-4122.00,Mig Welder
51-4122.00,Spot Welder
51-4122.00,Weld Technician (Weld Tech)
51-4122.00,Welding Operator
51-4191.00,Batch Heat Treat Operator
51-4191.00,Burner
51-4191.00,Coating Line Worker
51-4191.00,Furnace Operator
51-4191.00,Heat Treat Furnace Operator
51-4191.00,Heat Treat Operator
51-4191.00,Heat Treat Technician
51-4191.00,Heat Treater
51-4191.00,Scarf and Anneal Operator
51-4192.00,Development Mechanic
51-4192.00,Layout Fabricator
51-4192.00,Layout Fitter
51-4192.00,Layout Inspector
51-4192.00,Layout Man
51-4192.00,Layout Mechanic
51-4192.00,Layout Technician (Layout Tech)
51-4192.00,Layout Worker
51-4193.00,Anodizer
51-4193.00,Anodizing Line Operator
51-4193.00,Chrome Plater
51-4193.00,Coater Associate
51-4193.00,Coater Operator
51-4193.00,Electro Plater
51-4193.00,Galvanizer
51-4193.00,Line Operator
51-4193.00,Machine Operator
51-4193.00,Plater
51-4194.00,Crankshaft Grinder
51-4194.00,Cutter Grind Tool Technician (Cutter Grind Tool Tech)
51-4194.00,Cutter Grinder
51-4194.00,Grinder
51-4194.00,Grinder Operator
51-4194.00,OD Grinder Operator (Outer Diameter Grinder Operator)
51-4194.00,Polisher
51-4194.00,Saw Filer
51-4194.00,Tool and Cutter Grinder
51-4194.00,Tool Grinder
51-5111.00,Desktop Operator
51-5111.00,Electronic Prepress Operator (EPP Operator)
51-5111.00,Electronic Prepress Technician (EPP Tech)
51-5111.00,Plate Maker
51-5111.00,Plate Mounter
51-5111.00,Pre-Press Proofer
51-5111.00,Prepress Operator
51-5111.00,Prepress Specialist
51-5111.00,Prepress Stripper
51-5111.00,Prepress Technician
51-5112.00,Digital Press Operator
51-5112.00,Flexographic Press Operator
51-5112.00,Offset Press Operator
51-5112.00,Offset Pressman
51-5112.00,Press Operator
51-5112.00,Pressman
51-5112.00,Printer
51-5112.00,Printing Press Operator
51-5112.00,Printing Pressman
51-5112.00,Web Press Operator
51-5113.00,Binder Operator
51-5113.00,Bindery Operator
51-5113.00,Bindery Technician
51-5113.00,Bindery Worker
51-5113.00,Book Binder
51-5113.00,Custom Bookbinder
51-5113.00,Perfect Binder Operator
51-6011.00,Dry Cleaner
51-6011.00,Industrial Laundry Attendant
51-6011.00,Laundry Aide
51-6011.00,Laundry Assistant
51-6011.00,Laundry Attendant
51-6011.00,Laundry Housekeeper
51-6011.00,Laundry Technician (Laundry Tech)
51-6011.00,Laundry Worker
51-6011.00,Personal Clothing Laundry Aide
51-6011.00,Spotter
51-6021.00,Boarder
51-6021.00,Dry Cleaner Presser
51-6021.00,Garment Presser
51-6021.00,Ironing Machine Operator
51-6021.00,Ironing Worker
51-6021.00,Pants Presser
51-6021.00,Presser
51-6021.00,Pressing Machine Operator
51-6021.00,Shirt Presser
51-6021.00,Silk Presser
51-6031.00,Line Closer
51-6031.00,Machine Operator
51-6031.00,Prototype Sewer
51-6031.00,Sample Maker
51-6031.00,Seamer
51-6031.00,Seamstress
51-6031.00,Sew On Operator
51-6031.00,Sewer
51-6031.00,Sewing Machine Operator
51-6031.00,Zipper Machine Operator
51-6041.00,Boot Maker
51-6041.00,Cobbler
51-6041.00,Leather Worker
51-6041.00,Saddle and Harness Maker
51-6041.00,Shoe Cutter
51-6041.00,Shoe Maker
51-6041.00,Shoe Repairer
51-6041.00,Shoe Repairman
51-6041.00,Stitcher
51-6042.00,Boot Maker
51-6042.00,Cobbler
51-6042.00,Inseamer
51-6042.00,Insole Department Worker
51-6042.00,Shoe Cementer
51-6042.00,Shoe Maker
51-6042.00,Side Laster
51-6042.00,Stitcher
51-6042.00,Toe Trimmer
51-6051.00,Alteration Specialist
51-6051.00,Couturier
51-6051.00,Custom Clothier
51-6051.00,Custom Designer
51-6051.00,Custom Seamstress
51-6051.00,Seamstress
51-6051.00,Stitcher
51-6052.00,Alterations Expert
51-6052.00,Alterations Sewer
51-6052.00,Bridal Designer
51-6052.00,Clothing Pattern Designer
51-6052.00,Custom Dressmaker
51-6052.00,Custom Sewer
51-6052.00,Custom Tailor
51-6052.00,Dressmaker
51-6052.00,Seamstress
51-6052.00,Tailor
51-6061.00,Beck Operator
51-6061.00,Dye House Worker
51-6061.00,Dye Line Operator
51-6061.00,Dye Machine Operator
51-6061.00,Dye Operator
51-6061.00,Dye Tub Operator
51-6061.00,Dyer
51-6061.00,Jet Dyeing Machine Operator
51-6061.00,Machine Operator (Machine Op)
51-6061.00,Tub Operator
51-6062.00,Automated Cutting Machine Operator
51-6062.00,CNC Cutting Operator (Computer Numerical Control Cutting Operator)
51-6062.00,Cutter
51-6062.00,Cutter Operator
51-6062.00,Die Cut Operator
51-6062.00,Fabric Cutter
51-6062.00,Laser Operator
51-6062.00,Spread Cutter
51-6062.00,Spreader
51-6062.00,Textile Slitting Machine Operator
51-6063.00,Knitter
51-6063.00,Knitting Machine Operator
51-6063.00,Loom Fixer
51-6063.00,Machine Operator
51-6063.00,Operator
51-6063.00,Tufting Machine Operator
51-6063.00,Tufting Operator
51-6063.00,Warp Knit Operator
51-6063.00,Weaver
51-6063.00,Winder Operator
51-6064.00,Back Winder
51-6064.00,Cable Operator
51-6064.00,Computer Integrated Manufacturing Operator (CIM Operator)
51-6064.00,Drawing Operator
51-6064.00,Line Operator
51-6064.00,Spinner
51-6064.00,Spinning Operator
51-6064.00,Twister Operator
51-6064.00,Winder Operator
51-6064.00,Winder Tender
51-6091.00,Extruder
51-6091.00,Extruder Operator
51-6091.00,Extrusion Line Operator
51-6091.00,Extrusion Operator
51-6091.00,Granulator
51-6091.00,Hot End Operator
51-6091.00,Pelletizer Operator
51-6091.00,Pot Tipper
51-6091.00,Spindraw Operator
51-6091.00,Stretch Operator
51-6092.00,Cutter
51-6092.00,Designer
51-6092.00,Fabric Cutter
51-6092.00,Pattern Designer
51-6092.00,Pattern Maker
51-6092.00,Pattern Technician
51-6092.00,Production Pattern Maker
51-6092.00,Sewing Pattern Layout Technician
51-6092.00,Technical Designer
51-6093.00,Box Spring Upholsterer
51-6093.00,Furniture Upholsterer
51-6093.00,Inside Upholsterer
51-6093.00,Sofa Back Upholsterer
51-6093.00,Stapler
51-6093.00,Trimmer
51-6093.00,Upholstered Goods Crafter
51-6093.00,Upholsterer
51-6093.00,Upholstery Cutter
51-6093.00,Upholstery Trimmer
51-7011.00,Angled Cabinetmaker
51-7011.00,Assembler
51-7011.00,Cabinet Assembler
51-7011.00,Cabinet Builder
51-7011.00,Cabinet Door Maker
51-7011.00,Cabinet Installer
51-7011.00,Cabinetmaker
51-7011.00,Double End Tenon Operator
51-7011.00,Frame Builder
51-7011.00,Woodworker
51-7021.00,Finish Repair Worker
51-7021.00,Finisher
51-7021.00,Furniture Finisher
51-7021.00,Hand Sander
51-7021.00,Lacquer Sprayer
51-7021.00,Sander
51-7021.00,Sealer Sander
51-7021.00,Sprayer
51-7021.00,Stain Sprayer
51-7021.00,Stain Wiper
51-7031.00,Builder
51-7031.00,Craftsman
51-7031.00,Jig Maker
51-7031.00,Model Builder
51-7031.00,Model Maker
51-7031.00,Product Development Carpenter
51-7031.00,Sample Builder
51-7031.00,Sample Maker
51-7031.00,Sample Worker
51-7031.00,Wood Carver
51-7032.00,Mold Maker
51-7032.00,Pattern Engineer
51-7032.00,Pattern Maker
51-7032.00,Patternmaker
51-7032.00,Wood Pattern Maker
51-7032.00,Wood Patternmaker
51-7032.00,Wood Shop Moldmaker
51-7032.00,Woodshop Worker
51-7041.00,Bandmill Operator
51-7041.00,Cut Off Saw Operator
51-7041.00,Edgerman
51-7041.00,Knot Saw Operator
51-7041.00,Panel Saw Operator
51-7041.00,Planer
51-7041.00,Resaw Operator
51-7041.00,Rip Saw Operator
51-7041.00,Saw Operator
51-7041.00,Sawyer
51-7042.00,Boring Machine Operator
51-7042.00,Cabinet Maker
51-7042.00,Knot Saw Operator
51-7042.00,Lathe Operator
51-7042.00,Machine Operator
51-7042.00,Molder Operator
51-7042.00,Router Operator
51-7042.00,Sander
51-7042.00,Sander Operator
51-8011.00,Licensed Reactor Operator
51-8011.00,Nuclear Control Operator
51-8011.00,Nuclear Control Room Operator
51-8011.00,Nuclear Plant Operator (NPO)
51-8011.00,Nuclear Power Reactor Operator
51-8011.00,Nuclear Reactor Operator
51-8011.00,Nuclear Station Operator (NSO)
51-8011.00,Nuclear Supervising Operator (NSO)
51-8011.00,Nuclear Unit Operator
51-8011.00,Reactor Operator (RO)
51-8012.00,Control Area Operator
51-8012.00,Control Operator
51-8012.00,Dispatcher
51-8012.00,Distribution System Dispatcher (DSD)
51-8012.00,DSO (Distribution System Operator)
51-8012.00,Electric System Operator
51-8012.00,Power System Dispatcher
51-8012.00,Power System Operator
51-8012.00,Systems Operator
51-8012.00,Transmission System Operator (TSO)
51-8013.00,Auxiliary Operator
51-8013.00,Control Operator
51-8013.00,Control Room Operator
51-8013.00,Multicraft Operator (MCO)
51-8013.00,Operations and Maintenance Technician (O and M Tech)
51-8013.00,Plant Control Operator
51-8013.00,Plant Operator
51-8013.00,Power Plant Operator
51-8013.00,Station Operator
51-8013.00,Unit Operator
51-8013.03,Auxiliary Operator
51-8013.03,Central Heating Plant Operator
51-8013.03,Fuel Handler
51-8013.03,Fuel Quality Technician (Fuel Quality Tech)
51-8013.03,Heating Plant Operator
51-8013.03,Operations Technician (Operations Tech)
51-8013.03,Plant Operator
51-8013.03,Plant Technician
51-8013.03,Steam Plant Operator
51-8013.04,Hydro Plant Technician (Hydro Plant Tech)
51-8013.04,Hydro Technician (Hydro Tech)
51-8013.04,Hydroelectric Mechanic
51-8013.04,Hydroelectric Operations and Maintenance Technician (Hydro O and M Technician)
51-8013.04,Hydroelectric Operator
51-8013.04,Hydroelectric Plant Mechanic
51-8013.04,Operations and Maintenance Technician (O and M Technician)
51-8013.04,Plant Mechanic
51-8013.04,Power Plant Mechanic
51-8013.04,Power Plant Technician (Power Plant Tech)
51-8021.00,Auxiliary Operator
51-8021.00,Boiler Operator
51-8021.00,Boiler Technician (Boiler Tech)
51-8021.00,Operating Engineer
51-8021.00,Operator
51-8021.00,Plant Utilities Engineer
51-8021.00,Recovery Boiler Operator
51-8021.00,Stationary Engineer
51-8021.00,Stationary Steam Engineer
51-8021.00,Utilities Operator
51-8031.00,Plant Operator
51-8031.00,Process Operator (Process Op)
51-8031.00,Relief Operator
51-8031.00,Waste Water Treatment Plant Operator (WWTP Operator)
51-8031.00,Wastewater Operator (WW Operator)
51-8031.00,Wastewater Technician (Wastewater Tech)
51-8031.00,Water Control Dispatcher
51-8031.00,Water Plant Operator
51-8031.00,Water Treatment Operator
51-8031.00,Water Treatment Plant Operator
51-8091.00,Chemical Operator
51-8091.00,Chemical Plant Operations Technician (Chemical Plan Operations Tech)
51-8091.00,Chemical Plant Production Operator
51-8091.00,Chemical Process Control Operator
51-8091.00,Plant Technician (Plant Tech)
51-8091.00,Process Control Operator
51-8091.00,Process Development Associate
51-8091.00,Process Operator
51-8091.00,Process Technician (Process Tech)
51-8091.00,Production Technician (Production Tech)
51-8092.00,Compressor Technician (Compressor Tech)
51-8092.00,Engine Room Operator
51-8092.00,Gas Controller
51-8092.00,Gas Dispatcher
51-8092.00,Gas Plant Operator
51-8092.00,Gas Resource Control Operator
51-8092.00,Gas System Operator
51-8092.00,Liquefied Natural Gas Technician (LNG Technician)
51-8092.00,Liquid Natural Gas Plant Operator (LNG Plant Operator)
51-8092.00,Plant Operator
51-8093.00,Board Operator
51-8093.00,Crude Unit Operator
51-8093.00,Gauger
51-8093.00,Hydrotreater Operator
51-8093.00,Operator
51-8093.00,Outside Operator
51-8093.00,Pumper
51-8093.00,Refinery Operator
51-8093.00,Stillman
51-8093.00,Unit Operator
51-8099.01,Biofuels Processing Technician
51-8099.01,Board Operator
51-8099.01,Chemical Operator
51-8099.01,Ethanol Operator
51-8099.01,Mash Preparatory Operator
51-8099.01,Process Operator
51-8099.01,Process Technician
51-8099.01,Production Operator
51-9011.00,Chemical Operator (Chemical Tech)
51-9011.00,Chemical Process Operator
51-9011.00,Chemical Reactor Operator
51-9011.00,Chlorination Operator
51-9011.00,Multiskill Operator
51-9011.00,Outside Operator
51-9011.00,Process Equipment Operator
51-9011.00,Process Operator
51-9011.00,Spray Dry Operator
51-9012.00,Blender
51-9012.00,Brewer
51-9012.00,Cellar Worker
51-9012.00,Digester Cook
51-9012.00,Machine Tender
51-9012.00,Paper Machine Tender
51-9012.00,Pasteurizer
51-9012.00,Plant Operator
51-9012.00,Pulper Operator
51-9012.00,Winemaker
51-9021.00,Beveler Operator
51-9021.00,Cullet Trucker
51-9021.00,Grinder
51-9021.00,Grinder Operator
51-9021.00,Machine Operator
51-9021.00,Machine Tender
51-9021.00,Miller
51-9021.00,Polisher
51-9021.00,Preparation Operator (Prep Operator)
51-9021.00,Pulverizer
51-9022.00,Buffer
51-9022.00,Casting Finisher
51-9022.00,Chipper
51-9022.00,Finisher
51-9022.00,Grinder
51-9022.00,Jewelry Polisher
51-9022.00,Knife Grinder
51-9022.00,Metal Finisher
51-9022.00,Polisher
51-9022.00,Stand Grinder
51-9023.00,Batchmaker
51-9023.00,Blender
51-9023.00,Blending Technician (Blending Tech)
51-9023.00,Ink Blender
51-9023.00,Issuing Operator
51-9023.00,Machine Operator
51-9023.00,Mixer
51-9023.00,Mixer Operator
51-9023.00,Operator
51-9023.00,Stock Preparation Operator (Stock Prep Operator)
51-9031.00,Cloth Cutter
51-9031.00,Denim Cutter
51-9031.00,Fabric Cutter
51-9031.00,Finisher
51-9031.00,Glass Cutter
51-9031.00,Hand Cutter
51-9031.00,Leather Cutter
51-9031.00,Offline Cutter
51-9031.00,Sample Cutter
51-9031.00,Trimmer
51-9032.00,Cutter
51-9032.00,Cutter Operator
51-9032.00,Cutting Machine Operator
51-9032.00,Die Cutter Operator
51-9032.00,Flat Cutter
51-9032.00,Machine Operator
51-9032.00,Paper Cutter
51-9032.00,Sheeter
51-9032.00,Skiver Operator
51-9032.00,Slitter
51-9041.00,Extruder Operator
51-9041.00,Extrusion Operator
51-9041.00,Glass Forming Crew Member
51-9041.00,Machine Operator
51-9041.00,Press Operator
51-9041.00,Tuber Operator
51-9051.00,Annealing Operator
51-9051.00,Dry Kiln Operator
51-9051.00,Dryer Feeder
51-9051.00,Evaporator Operator
51-9051.00,Furnace Operator
51-9051.00,Kiln Fireman
51-9051.00,Kiln Operator
51-9051.00,Lime Kiln and Recausticizing Operator
51-9051.00,Oven Operator
51-9061.00,Inspector
51-9061.00,QA Auditor (Quality Assurance Auditor)
51-9061.00,QA Inspector (Quality Assurance Inspector)
51-9061.00,QA Technician (Quality Assurance Technician)
51-9061.00,QC Technician (Quality Control Technician)
51-9061.00,Quality Auditor
51-9061.00,Quality Control Inspector (QC Inspector)
51-9061.00,Quality Inspector
51-9061.00,Quality Technician
51-9061.00,Test Technician
51-9071.00,Appraiser
51-9071.00,Artisan Jeweler
51-9071.00,Bench Jeweler
51-9071.00,Caster
51-9071.00,Gemologist
51-9071.00,Goldsmith
51-9071.00,Jeweler
51-9071.00,Polisher
51-9071.00,Silversmith
51-9071.00,Stone Setter
51-9071.06,Diamond Cutter
51-9071.06,Diamond Grader
51-9071.06,Diamond Picker
51-9071.06,Diamond Polisher
51-9071.06,Diamond Setter
51-9071.06,Facetor
51-9071.06,Gem Carver
51-9071.06,Gemologist
51-9071.06,Lapidarist
51-9081.00,Ceramist
51-9081.00,Crown and Bridge Dental Laboratory Technician (Crown and Bridge Dental Lab Tech)
51-9081.00,Dental Ceramist
51-9081.00,Dental Laboratory Technician (Dental Lab Tech)
51-9081.00,Dental Technician (Dental Tech)
51-9081.00,Denture Technician (Denture Tech)
51-9081.00,Metal Finisher
51-9081.00,Orthodontic Laboratory Technician (Ortho Lab Tech)
51-9081.00,Porcelain Technician (Porcelain Tech)
51-9081.00,Waxer
51-9082.00,Certified Orthotist (CO)
51-9082.00,Certified Pedorthotist
51-9082.00,Certified Prosthetist (CP)
51-9082.00,Hearing Aid Repair Technician (Hearing Aid Repair Tech)
51-9082.00,Laboratory Technician (Lab Tech)
51-9082.00,Orthopedic Technician (Orthopedic Tech)
51-9082.00,Orthotic Technician (Orthotic Tech)
51-9082.00,Prosthetic Lab Tech (Prosthetic Laboratory Technician)
51-9082.00,Prosthetic Technician (Prosthetic Tech)
51-9082.00,Registered Prosthetic Orthotic Technician (Registered Prosthetic Orthotic Tech)
51-9083.00,Edger Technician
51-9083.00,Finishing Lab Technician
51-9083.00,Lab Technician (Laboratory Technician)
51-9083.00,Lens Grinder and Polisher
51-9083.00,Line Operator
51-9083.00,Optical Lab Technician (Optical Laboratory Technician)
51-9083.00,Optical Technician
51-9083.00,Polisher
51-9083.00,Surfacing Technician
51-9111.00,Bundler
51-9111.00,Closing Machine Operator
51-9111.00,Computer Numerical Control Machine Operator (CNC Machine Operator)
51-9111.00,Filler Operator
51-9111.00,Machine Operator
51-9111.00,Packaging Operator
51-9111.00,Packing Attendant
51-9111.00,Packing Machine Operator
51-9123.00,Decaler
51-9123.00,Decorator
51-9123.00,Glass Decorator
51-9123.00,Glazer
51-9123.00,In Mold Coater
51-9123.00,Painter
51-9123.00,Pottery Decorator
51-9123.00,Silk-Screen Operator
51-9123.00,Spray Painter
51-9123.00,Sprayer
51-9124.00,Automotive Painter (Auto Painter)
51-9124.00,Automotive Refinish Technician (Auto Refinish Tech)
51-9124.00,Coater Operator
51-9124.00,Hand Sprayer
51-9124.00,Industrial Painter
51-9124.00,Paint Technician (Paint Tech)
